wager_datetime,customer_id,draw_no
2020-12-10 12:18:59.005337,27368792,432
2020-12-10 12:17:48.915680,27457404,432
2020-12-10 12:17:09.932372,27366049,432
2020-12-10 12:16:21.500676,27319553,432
2020-12-10 12:14:23.942027,27393115,432
2020-12-09 17:02:49.884569,27436053,432
2020-12-10 10:35:12.985058,27346842,432
2020-12-09 16:46:32.790642,27502290,432
2020-12-09 15:11:14.212396,27502069,432
2020-12-09 16:26:34.477163,27480970,432
2020-12-09 17:00:16.466085,27390129,432
2020-12-09 15:44:40.067332,27408723,432
2020-12-09 14:45:09.643649,27320508,432
2020-12-09 14:36:49.971642,27324498,432
2020-12-09 15:22:38.450244,27390628,432
2020-12-09 15:14:58.158435,27502059,432
2020-12-09 14:23:11.057963,27500253,432
2020-12-09 14:19:05.510064,27375217,432
2020-12-09 12:11:31.639411,27395393,432
2020-12-09 14:15:57.172718,27375217,432
2020-12-09 14:13:19.634035,27424637,432
2020-12-09 14:11:49.309510,27345291,432
2020-12-09 12:53:26.732852,27426777,432
2020-12-08 10:16:30.158417,27324218,432
2020-12-09 15:00:13.229291,27473291,432
2020-12-09 14:56:50.120821,27443445,432
2020-12-09 13:55:38.320279,27489093,432
2020-12-09 13:45:50.090179,27361456,432
2020-12-09 13:22:53.292582,27487674,432
2020-12-09 13:21:41.479228,27326745,432
2020-12-08 13:15:52.885603,27497219,432
2020-12-08 13:05:46.932695,27501431,432
2020-12-08 12:53:20.462754,27501429,432
2020-12-08 12:07:51.059799,27466842,432
2020-12-09 12:09:07.322071,27378997,432
2020-12-09 12:02:05.113017,27396299,432
2020-12-08 11:50:14.412331,27335137,432
2020-12-08 11:46:48.414219,27501404,432
2020-12-08 11:43:38.900072,27404938,432
2020-12-08 11:31:47.129006,27356917,432
2020-12-08 11:29:49.840066,27371489,432
2020-12-08 11:26:37.313240,27393054,432
2020-12-08 11:23:04.452997,27501396,432
2020-12-08 16:57:13.170489,27492662,432
2020-12-08 11:13:45.607798,27368395,432
2020-12-08 11:13:11.988320,27318278,432
2020-12-08 11:07:27.317957,27367486,432
2020-12-08 11:03:09.185668,27347306,432
2020-12-08 10:59:49.718223,27345594,432
2020-12-08 10:50:56.095240,27335357,432
2020-12-08 10:46:29.553622,27469174,432
2020-12-08 10:39:13.306492,27324865,432
2020-12-08 10:37:27.428170,27385060,432
2020-12-08 10:34:02.498323,27448230,432
2020-12-08 10:33:04.949970,27402852,432
2020-12-08 10:22:36.873736,27319891,432
2020-12-09 11:39:50.942408,27353938,432
2020-12-09 11:30:54.146625,27326253,432
2020-12-09 11:23:43.438766,27356917,432
2020-12-09 11:15:49.042293,27319888,432
2020-12-09 11:02:31.740393,27375391,432
2020-12-09 10:57:00.164348,27440652,432
2020-12-09 10:53:54.666070,27501774,432
2020-12-09 10:44:02.270145,27324191,432
2020-12-09 10:42:46.098740,27368759,432
2020-12-09 10:28:01.067290,27454861,432
2020-12-09 10:21:08.257633,27454751,432
2020-12-09 10:11:14.106676,27501754,432
2020-12-09 10:08:29.852983,27371717,432
2020-12-08 16:13:03.956501,27382653,432
2020-12-08 15:42:27.267762,27394308,432
2020-12-07 15:33:23.815812,27393043,432
2020-12-07 10:45:13.709883,27340113,432
2020-12-07 15:17:10.727978,27501139,432
2020-12-07 10:21:51.668535,27452087,432
2020-12-08 15:10:04.882049,27404504,432
2020-12-08 14:56:22.845857,27423132,432
2020-12-07 13:43:28.594387,27501117,432
2020-12-08 14:43:32.894607,27501467,432
2020-12-08 14:19:56.374228,27379547,432
2020-12-08 14:13:01.336417,27418099,432
2020-12-08 14:07:01.437546,27493566,432
2020-12-08 14:03:58.975411,27400727,432
2020-12-07 13:32:24.184049,27451499,432
2020-12-08 14:00:43.997868,27446549,432
2020-12-08 13:48:35.407579,27501442,432
2020-12-08 13:45:07.904277,27420758,432
2020-12-07 13:18:29.618342,27493563,432
2020-12-07 12:57:50.075073,27501103,432
2020-12-07 12:43:33.719471,27353951,432
2020-12-07 12:32:26.149946,27317619,432
2020-12-07 11:32:32.847985,27399021,432
2020-12-07 11:24:38.318067,27335312,432
2020-12-07 11:14:02.306912,27474807,432
2020-12-07 11:07:40.305896,27323209,432
2020-12-07 11:01:26.803372,27501074,432
2020-12-07 10:58:20.981773,27375741,432
2020-12-07 10:56:37.571984,27439130,432
2020-12-06 12:24:36.018765,27496514,432
2020-12-06 12:17:36.045469,27500823,432
2020-12-06 12:13:13.545443,27419030,432
2020-12-06 12:11:30.441172,27488725,432
2020-12-06 12:06:35.353721,27395505,432
2020-12-06 12:02:38.195846,27444267,432
2020-12-06 11:59:39.612014,27475019,432
2020-12-06 11:59:06.960164,27500817,432
2020-12-06 11:42:53.920819,27340711,432
2020-12-06 16:42:10.755204,27347154,432
2020-12-06 12:12:22.625194,27500820,432
2020-12-06 16:37:38.947322,27478093,432
2020-12-06 11:41:14.936572,27473324,432
2020-12-06 11:35:22.747090,27337210,432
2020-12-06 16:33:43.672808,27500893,432
2020-12-06 16:27:10.082792,27348324,432
2020-12-06 16:26:47.610060,27377504,432
2020-12-06 11:28:22.219993,27447258,432
2020-12-06 11:20:30.793564,27398046,432
2020-12-06 11:15:10.027480,27500809,432
2020-12-06 11:09:36.164522,27334692,432
2020-12-06 11:06:46.698761,27500806,432
2020-12-06 11:06:20.034211,27329840,432
2020-12-06 11:02:13.277505,27329840,432
2020-12-06 11:00:01.529825,27329840,432
2020-12-06 10:57:24.366643,27422611,432
2020-12-06 10:55:33.741009,27427940,432
2020-12-06 10:48:10.395507,27334383,432
2020-12-06 10:46:48.844705,27352440,432
2020-12-06 10:45:29.782838,27394847,432
2020-12-06 10:44:06.638159,27420110,432
2020-12-06 10:40:41.060858,27500801,432
2020-12-06 10:33:13.522386,27396419,432
2020-12-06 10:31:24.301620,27472668,432
2020-12-06 10:30:39.663121,27377977,432
2020-12-06 10:29:43.704098,27430288,432
2020-12-06 10:28:49.643870,27500799,432
2020-12-06 10:27:23.804318,27370197,432
2020-12-06 10:27:08.463769,27377977,432
2020-12-06 10:26:32.042296,27445488,432
2020-12-06 10:25:57.530180,27355983,432
2020-12-06 10:23:43.026029,27420135,432
2020-12-06 10:22:33.024333,27383816,432
2020-12-06 10:22:12.752969,27326141,432
2020-12-06 10:20:48.255970,27319584,432
2020-12-06 10:20:23.028517,27419307,432
2020-12-06 10:18:51.022840,27470406,432
2020-12-06 10:17:59.726841,27452519,432
2020-12-06 10:13:16.082982,27335699,432
2020-12-06 10:11:10.710238,27481772,432
2020-12-06 10:06:13.524906,27486653,432
2020-12-06 16:13:42.849094,27394944,432
2020-12-06 16:09:25.725273,27343102,432
2020-12-06 16:03:49.296642,27492662,432
2020-12-06 15:52:54.135054,27426097,432
2020-12-06 15:31:14.248522,27386278,432
2020-12-06 15:21:24.391339,27486991,432
2020-12-06 15:12:57.177741,27441812,432
2020-12-06 14:59:43.815054,27430055,432
2020-12-06 14:58:58.949416,27344039,432
2020-12-06 14:47:43.154904,27500870,432
2020-12-06 14:45:20.150533,27346184,432
2020-12-06 14:23:19.444269,27458173,432
2020-12-06 14:14:29.926464,27432042,432
2020-12-06 14:12:32.978991,27500859,432
2020-12-06 14:11:34.734197,27428375,432
2020-12-06 14:09:50.384296,27500858,432
2020-12-06 14:03:46.346097,27394653,432
2020-12-06 14:01:54.918442,27500855,432
2020-12-06 13:49:15.616434,27370473,432
2020-12-06 13:46:46.221539,27456799,432
2020-12-05 14:00:29.509795,27366428,432
2020-12-06 13:09:07.734821,27342799,432
2020-12-06 13:06:31.683063,27413900,432
2020-12-06 13:00:16.816752,27420650,432
2020-12-06 12:57:54.626948,27411167,432
2020-12-06 12:48:39.325415,27444807,432
2020-12-06 12:44:42.970442,27500826,432
2020-12-06 12:43:20.787288,27500827,432
2020-12-06 12:41:22.858215,27445562,432
2020-12-06 12:37:12.566652,27370699,432
2020-12-05 16:08:07.408920,27319866,432
2020-12-05 16:02:06.140575,27403453,432
2020-12-05 16:00:24.697753,27347123,432
2020-12-10 16:11:16.314911,17380878,432
2020-12-10 16:07:05.408438,17504060,432
2020-12-05 15:48:40.149156,27469355,432
2020-12-05 13:55:20.466760,27468623,432
2020-12-05 15:47:18.041387,27447818,432
2020-12-05 13:49:34.149713,27446308,432
2020-12-05 13:41:18.334588,27452207,432
2020-12-10 16:19:49.696629,17437783,432
2020-12-05 15:22:46.047662,27400320,432
2020-12-05 15:18:03.563615,27370480,432
2020-12-05 14:53:13.810251,27318712,432
2020-12-05 14:46:04.448252,27384007,432
2020-12-05 14:41:53.329295,27444689,432
2020-12-05 14:39:14.988452,27422798,432
2020-12-05 14:36:59.685970,27445106,432
2020-12-05 14:33:40.366098,27498979,432
2020-12-05 14:28:59.648274,27444637,432
2020-12-05 14:23:31.064081,27366172,432
2020-12-05 14:22:05.751574,27500666,432
2020-12-05 14:18:47.056472,27500664,432
2020-12-05 14:16:28.201384,27379045,432
2020-12-05 14:13:42.286533,27500661,432
2020-12-05 14:09:01.251871,27479976,432
2020-12-10 15:30:30.550628,17504011,432
2020-12-10 15:26:36.895795,17496477,432
2020-12-10 15:25:06.088609,17504003,432
2020-12-10 15:55:55.601138,17504039,432
2020-12-10 15:06:06.533050,17500345,432
2020-12-10 15:03:39.241167,17395467,432
2020-12-05 13:38:52.563386,27345706,432
2020-12-05 13:31:36.360809,27334984,432
2020-12-05 13:23:10.056356,27480606,432
2020-12-05 13:19:24.960074,27334788,432
2020-12-05 13:17:21.112653,27478502,432
2020-12-05 13:15:02.014264,27500640,432
2020-12-05 13:09:01.622092,27500639,432
2020-12-05 13:01:59.949720,27500636,432
2020-12-05 12:57:38.350101,27500635,432
2020-12-05 12:56:24.237770,27500633,432
2020-12-05 12:49:11.296373,27454404,432
2020-12-05 12:42:41.090129,27500594,432
2020-12-05 12:41:18.437322,27497602,432
2020-12-05 12:31:06.980076,27367310,432
2020-12-05 12:22:47.653744,27394163,432
2020-12-05 12:16:33.963849,27382470,432
2020-12-05 12:15:00.124383,27340832,432
2020-12-05 12:09:19.467435,27433918,432
2020-12-05 12:07:03.194722,27443506,432
2020-12-05 11:59:09.907650,27468394,432
2020-12-05 11:54:56.266428,27477731,432
2020-12-05 11:54:46.328890,27473495,432
2020-12-05 12:17:41.426702,27405282,432
2020-12-05 12:16:56.809937,27353247,432
2020-12-05 11:53:22.829207,27428803,432
2020-12-05 11:52:38.280297,27428434,432
2020-12-05 11:43:56.732865,27415489,432
2020-12-05 11:36:49.838307,27321611,432
2020-12-05 11:33:33.373762,27500522,432
2020-12-05 11:26:34.193334,27449823,432
2020-12-05 11:25:11.826188,27440023,432
2020-12-05 11:23:14.776499,27421164,432
2020-12-05 11:21:54.003752,27395933,432
2020-12-05 11:13:48.511910,27500618,432
2020-12-10 14:11:03.619796,17408191,432
2020-12-10 14:08:54.680196,17503922,432
2020-12-05 11:09:14.566749,27500614,432
2020-12-10 15:55:33.103294,17419984,432
2020-12-05 11:06:36.675554,27461502,432
2020-12-10 15:46:08.979960,17421017,432
2020-12-05 10:46:58.796201,27500609,432
2020-12-05 10:41:41.715644,27500606,432
2020-12-05 10:39:59.628298,27500603,432
2020-12-05 10:34:58.265189,27324496,432
2020-12-10 14:50:04.958523,17423073,432
2020-12-05 10:24:14.242734,27500601,432
2020-12-05 10:23:37.193621,27411152,432
2020-12-05 10:20:10.172575,27362217,432
2020-12-10 14:07:04.688676,17351392,432
2020-12-10 14:05:19.936442,17395191,432
2020-12-10 13:57:13.724341,17320437,432
2020-12-10 13:55:11.786679,17357769,432
2020-12-04 10:59:59.237680,27500451,432
2020-12-10 13:30:23.197365,17444445,432
2020-12-10 13:25:52.777640,17503872,432
2020-12-10 13:06:30.124871,17503826,432
2020-12-04 14:32:32.397064,27323736,432
2020-12-04 14:09:46.666749,27335588,432
2020-12-04 14:08:29.773234,27500475,432
2020-12-04 15:03:51.612013,27442323,432
2020-12-04 14:05:55.537354,27458099,432
2020-12-04 13:49:18.021290,27465410,432
2020-12-04 13:32:12.935265,27444630,432
2020-12-04 13:22:07.602410,27500472,432
2020-12-10 14:48:43.377488,17503969,432
2020-12-10 14:38:48.442315,17503958,432
2020-12-04 13:17:05.388836,27445811,432
2020-12-04 13:08:15.374336,27430692,432
2020-12-04 12:56:05.864558,27500468,432
2020-12-04 12:51:01.937870,27467452,432
2020-12-10 12:46:42.958244,17467065,432
2020-12-10 14:37:32.223626,17436232,432
2020-12-10 12:43:24.114013,17503799,432
2020-12-10 12:42:56.216746,17421980,432
2020-12-10 14:24:26.296478,17419819,432
2020-12-04 12:10:52.632594,27455493,432
2020-12-10 12:29:57.873647,17503780,432
2020-12-10 14:22:23.397861,17454265,432
2020-12-04 11:50:21.805016,27332013,432
2020-12-04 16:47:39.983089,27471918,432
2020-12-04 11:26:56.719807,27393426,432
2020-12-04 11:21:08.905419,27350704,432
2020-12-04 11:17:30.815607,27479312,432
2020-12-04 11:15:39.920989,27500454,432
2020-12-10 12:26:21.501295,17503772,432
2020-12-10 12:26:21.083028,17425485,432
2020-12-10 12:23:10.909454,17424512,432
2020-12-10 12:21:49.741724,17503769,432
2020-12-10 12:16:10.053454,17395173,432
2020-12-10 12:14:47.221385,17481542,432
2020-12-10 11:58:22.651279,17326551,432
2020-12-04 16:34:14.622468,27500496,432
2020-12-04 16:06:18.591225,27490870,432
2020-12-10 11:46:53.624741,17412993,432
2020-12-04 15:38:31.072339,27378533,432
2020-12-10 11:41:36.643048,17342830,432
2020-12-04 14:50:38.308515,27412915,432
2020-12-10 12:03:35.757940,17433910,432
2020-12-10 11:23:45.114260,17346472,432
2020-12-10 11:22:07.768525,17373077,432
2020-12-10 11:03:04.508904,17370667,432
2020-12-10 10:55:36.789374,17418670,432
2020-12-10 12:01:35.463506,17358881,432
2020-12-04 10:50:27.696844,27467286,432
2020-12-04 10:41:54.664347,27500450,432
2020-12-10 10:43:24.010958,17450807,432
2020-12-04 10:40:37.586149,27423476,432
2020-12-04 10:38:02.772440,27500448,432
2020-12-04 10:37:27.739326,27374244,432
2020-12-04 10:11:13.528895,27467452,432
2020-12-10 10:40:34.457110,17503645,432
2020-12-10 10:37:14.620052,17503641,432
2020-12-03 16:27:36.100611,27411306,432
2020-12-03 14:31:00.826419,27442892,432
2020-12-10 10:32:51.597685,17503636,432
2020-12-10 10:12:29.789890,17376044,432
2020-12-03 13:17:20.850186,27319395,432
2020-12-03 13:03:10.902472,27368534,432
2020-12-03 12:46:46.484456,27422485,432
2020-12-10 10:03:34.615297,17374903,432
2020-12-03 12:31:38.660253,27500267,432
2020-12-03 11:50:35.600554,27342806,432
2020-12-03 11:47:25.179875,27335951,432
2020-12-03 11:43:52.288210,27464114,432
2020-12-03 11:35:23.969146,27472194,432
2020-12-03 16:20:36.790655,27500315,432
2020-12-03 10:48:11.408978,27484402,432
2020-12-03 15:41:54.190307,27500308,432
2020-12-03 15:39:19.490103,27353814,432
2020-12-03 11:32:18.397343,27342829,432
2020-12-03 10:46:22.491680,27370840,432
2020-12-03 10:45:54.775508,27370840,432
2020-12-03 10:43:23.019880,27500253,432
2020-12-03 10:36:27.640538,27378504,432
2020-12-03 10:23:16.083730,27419915,432
2020-12-02 11:20:46.447605,27378328,432
2020-12-02 15:58:21.006683,27402662,432
2020-12-02 15:42:46.723880,27496394,432
2020-12-02 15:39:36.943502,27500118,432
2020-12-02 15:10:50.549561,27445940,432
2020-12-02 14:45:44.576561,27393298,432
2020-12-02 14:40:21.654935,27351102,432
2020-12-02 14:16:25.073916,27346477,432
2020-12-02 13:53:59.362264,27500099,432
2020-12-02 13:43:44.911857,27348472,432
2020-12-02 13:03:53.649135,27344715,432
2020-12-02 12:59:48.356893,27394686,432
2020-12-02 11:56:10.116604,27468485,432
2020-12-02 11:19:25.136627,27500073,432
2020-12-02 11:15:00.634264,27402342,432
2020-12-02 11:06:12.745343,27390099,432
2020-12-02 11:05:04.549663,27500069,432
2020-12-02 10:56:14.798878,27468466,432
2020-12-02 10:49:43.190435,27500067,432
2020-12-02 10:45:15.926807,27468466,432
2020-12-02 10:29:38.883900,27326189,432
2020-12-02 10:08:00.662983,27468961,432
2020-12-02 10:05:32.406578,27453202,432
2020-12-01 15:18:10.864948,27499939,432
2020-12-01 16:39:36.528017,27370351,432
2020-12-01 16:19:24.924572,27499950,432
2020-12-02 11:26:56.310762,27421734,432
2020-12-02 11:24:08.313229,27326148,432
2020-12-02 11:22:01.233182,27349589,432
2020-12-01 12:31:18.828106,27470100,432
2020-12-01 11:28:31.536812,27392902,432
2020-12-01 11:26:36.947599,27323806,432
2020-12-01 10:32:51.904289,27471255,432
2020-12-01 15:06:33.556458,27368997,432
2020-12-01 14:58:28.378986,27422098,432
2020-12-01 10:27:21.386870,27466180,432
2020-12-01 10:19:08.656939,27376366,432
2020-12-01 10:14:43.470782,27322785,432
2020-12-01 14:48:19.631340,27499934,432
2020-12-01 14:46:18.032517,27499933,432
2020-12-01 14:26:30.897527,27499929,432
2020-12-01 14:04:22.313569,27468125,432
2020-12-01 13:23:40.107617,27352901,432
2020-12-01 11:20:01.044066,27369622,432
2020-12-01 11:16:29.304902,27420889,432
2020-12-01 13:13:17.269025,27499909,432
2020-12-01 11:10:19.839676,27331582,432
2020-12-01 11:05:15.225185,27400443,432
2020-12-01 11:03:40.997974,27343662,432
2020-12-01 13:05:13.542244,27442326,432
2020-12-01 11:01:14.254030,27478206,432
2020-12-01 12:47:50.973368,27345798,432
2020-12-09 16:13:21.887657,17360239,432
2020-12-01 10:44:37.399977,27344714,432
2020-12-01 10:42:25.855434,27368528,432
2020-12-01 10:40:50.566210,27327566,432
2020-11-30 16:48:23.081209,27499654,432
2020-11-30 16:45:29.548587,27499654,432
2020-11-30 13:09:20.856095,27320806,432
2020-11-30 15:26:42.862897,27499635,432
2020-11-30 15:16:55.144007,27499631,432
2020-11-30 14:59:44.704001,27417445,432
2020-11-30 14:37:15.734510,27474484,432
2020-12-09 17:06:23.705483,17502611,432
2020-11-30 12:40:28.578279,27497481,432
2020-11-29 16:06:20.380965,27351882,432
2020-11-30 12:22:19.702405,27444396,432
2020-11-30 12:20:16.676443,27499588,432
2020-11-30 12:15:32.068155,27349723,432
2020-11-30 12:03:29.588617,27425695,432
2020-11-29 16:00:30.206394,27360081,432
2020-11-29 15:56:51.418658,27332378,432
2020-11-29 15:13:19.230241,27326091,432
2020-11-30 11:56:39.452229,27377241,432
2020-11-30 11:08:14.368578,27420775,432
2020-11-30 11:03:05.808343,27342866,432
2020-11-30 10:19:49.422109,27499551,432
2020-11-29 15:07:51.908404,27455300,432
2020-11-30 10:31:39.513104,27372066,432
2020-11-30 10:28:09.442101,27441893,432
2020-11-30 10:22:37.886678,27378504,432
2020-11-29 14:59:56.337033,27429313,432
2020-11-29 14:49:26.542845,27419864,432
2020-11-29 14:43:16.072756,27340644,432
2020-11-29 14:40:01.733018,27499442,432
2020-11-29 14:26:39.749907,27344792,432
2020-11-29 14:24:07.395929,27483483,432
2020-11-29 14:21:49.143357,27499440,432
2020-11-29 14:18:49.998100,27400501,432
2020-11-29 14:07:49.321811,27418299,432
2020-11-29 13:44:47.340999,27443781,432
2020-12-09 15:35:29.691298,17349603,432
2020-11-29 12:04:25.439625,27499424,432
2020-11-29 11:59:40.381260,27499422,432
2020-12-09 15:29:21.919359,17502397,432
2020-11-29 11:56:23.756180,27395160,432
2020-11-29 11:49:10.364447,27399202,432
2020-11-30 11:24:50.802867,27374477,432
2020-11-29 11:46:00.823238,27497033,432
2020-11-29 11:43:57.759977,27454839,432
2020-11-29 11:33:43.616674,27499419,432
2020-11-29 11:31:38.980188,27375306,432
2020-11-29 11:25:24.225311,27352520,432
2020-11-29 11:18:29.432953,27499413,432
2020-11-29 11:16:09.932979,27499414,432
2020-11-29 11:13:15.614390,27328837,432
2020-12-09 16:04:46.971616,17336548,432
2020-11-29 13:15:40.578025,27397410,432
2020-11-29 13:10:24.356557,27499434,432
2020-11-29 13:03:39.262325,27353562,432
2020-11-29 12:57:23.907466,27367790,432
2020-11-29 12:53:07.817818,27370694,432
2020-11-29 12:48:24.612206,27423428,432
2020-11-29 12:37:58.841747,27499431,432
2020-11-29 12:28:48.838938,27452633,432
2020-11-29 12:26:56.873462,27442660,432
2020-11-29 12:24:40.472544,27472220,432
2020-11-29 12:22:50.921153,27472220,432
2020-11-29 12:15:41.625129,27396137,432
2020-11-29 12:12:35.286581,27428368,432
2020-12-09 15:49:49.565989,17364776,432
2020-11-28 15:52:13.930632,27328770,432
2020-11-28 15:40:22.133235,27492873,432
2020-11-28 15:39:56.976162,27333627,432
2020-11-28 15:38:13.298259,27479961,432
2020-11-28 15:17:37.477528,27499308,432
2020-11-28 15:04:00.162067,27451390,432
2020-11-28 15:02:46.078545,27471126,432
2020-11-28 14:54:48.626138,27324665,432
2020-11-28 14:53:39.586443,27499304,432
2020-11-28 14:47:29.374088,27486930,432
2020-11-28 14:30:53.862607,27499303,432
2020-11-28 14:15:00.029276,27334788,432
2020-11-28 14:14:07.390551,27471607,432
2020-11-28 13:51:39.959633,27347051,432
2020-11-28 13:31:23.050890,27429363,432
2020-11-28 13:30:06.222691,27499297,432
2020-11-28 13:23:55.996325,27442097,432
2020-11-28 11:04:39.504510,27465232,432
2020-11-28 11:03:35.548280,27371607,432
2020-11-28 10:58:07.457559,27499278,432
2020-11-28 10:36:24.033938,27375035,432
2020-12-09 14:54:11.051090,17378223,432
2020-12-09 15:06:09.765849,17502350,432
2020-12-09 14:53:59.971785,17355455,432
2020-11-28 16:54:10.134932,27457898,432
2020-11-28 16:26:05.349567,27499321,432
2020-11-28 15:59:27.391982,27426597,432
2020-11-28 15:56:15.294403,27499314,432
2020-11-29 11:10:57.236352,27399910,432
2020-11-28 13:20:43.508272,27499295,432
2020-11-28 13:13:37.871935,27478676,432
2020-11-28 13:06:15.921526,27372032,432
2020-11-28 12:55:53.077854,27470927,432
2020-11-28 12:45:37.973215,27499291,432
2020-11-29 11:10:31.409047,27499411,432
2020-11-28 12:43:16.821555,27330135,432
2020-11-28 12:41:39.920837,27434903,432
2020-11-28 12:40:13.677310,27408529,432
2020-11-29 11:06:22.653837,27346826,432
2020-11-28 12:38:17.674311,27378019,432
2020-11-29 11:06:18.288036,27499409,432
2020-11-29 11:04:56.494774,27324375,432
2020-11-29 10:44:43.327614,27467896,432
2020-11-29 10:41:49.065731,27499407,432
2020-11-28 12:35:08.167097,27499289,432
2020-11-29 10:33:31.753925,27445441,432
2020-11-29 10:29:33.371570,27466797,432
2020-11-28 12:12:08.489765,27492662,432
2020-11-29 10:29:25.967602,27499405,432
2020-11-28 12:05:53.819270,27396341,432
2020-11-29 10:23:58.469638,27405433,432
2020-11-28 11:57:46.743816,27425646,432
2020-11-29 10:20:13.076754,27348094,432
2020-11-28 11:41:36.050903,27453393,432
2020-11-29 10:11:42.886723,27347018,432
2020-11-28 11:35:28.837723,27459350,432
2020-11-28 11:17:33.852687,27433041,432
2020-11-29 10:11:30.655962,27333475,432
2020-11-29 10:07:22.794812,27345739,432
2020-12-09 14:43:05.245570,17410153,432
2020-12-09 14:07:46.760920,17371036,432
2020-11-27 15:38:24.680023,27374644,432
2020-11-27 15:35:32.471895,27499183,432
2020-12-09 14:25:18.397313,17441137,432
2020-12-09 14:16:29.208770,17502247,432
2020-11-27 12:33:28.849817,27499151,432
2020-11-27 12:18:40.837137,27396292,432
2020-11-27 12:09:30.099462,27324523,432
2020-11-27 12:08:54.882562,27437593,432
2020-11-28 10:25:51.386995,27323602,432
2020-11-27 14:42:19.327196,27356920,432
2020-11-27 14:33:02.453749,27448859,432
2020-11-27 14:32:53.922966,27317693,432
2020-12-09 13:50:06.500183,17419757,432
2020-11-28 10:25:30.705459,27457530,432
2020-11-28 10:25:03.352077,27387471,432
2020-11-27 14:09:25.697886,27368057,432
2020-11-28 10:20:07.354774,27486142,432
2020-11-28 10:19:13.423513,27445553,432
2020-11-27 13:48:15.423096,27347648,432
2020-11-28 10:16:58.231285,27387471,432
2020-11-28 10:15:11.032935,27324287,432
2020-11-27 13:38:52.881369,27389325,432
2020-11-28 10:12:06.842129,27455434,432
2020-11-28 10:07:43.802673,27371607,432
2020-11-27 13:13:31.057673,27454861,432
2020-12-09 13:17:56.733451,17453808,432
2020-11-27 13:10:24.895567,27499160,432
2020-11-27 13:07:08.871130,27380095,432
2020-12-09 13:29:59.961362,17502161,432
2020-12-09 13:10:29.608172,17502146,432
2020-11-27 12:00:32.349667,27324523,432
2020-11-27 11:45:01.861642,27489427,432
2020-11-27 11:37:08.207019,27371703,432
2020-11-27 11:34:13.401364,27445422,432
2020-11-27 11:26:54.588335,27499129,432
2020-11-27 11:20:32.962385,27323391,432
2020-11-27 11:16:16.758126,27422099,432
2020-11-27 10:56:21.187323,27332119,432
2020-11-27 10:55:32.198631,27385594,432
2020-11-27 10:53:48.716373,27356005,432
2020-11-27 10:48:55.034569,27499125,432
2020-11-27 10:29:27.043712,27439596,432
2020-12-09 11:25:45.327854,17446248,432
2020-11-27 10:26:53.491095,27466655,432
2020-11-27 10:25:42.342852,27420716,432
2020-11-27 10:22:54.973173,27466617,432
2020-11-27 10:20:27.277294,27458329,432
2020-11-27 10:11:29.392569,27399647,432
2020-12-09 10:49:17.553446,17419663,432
